url,title,index,total_time,num_ingredients
https://www.justonecookbook.com/daikon-leaves-furikake/,Daikon leaves furikake,522,15,7
https://www.justonecookbook.com/plum-rice-ball/,Plum rice ball,523,15,5
https://www.justonecookbook.com/ume-shiso-rice/,Ume shiso rice,524,10,4
https://www.justonecookbook.com/green-bean-gomaae/,Green bean gomaae (sesame sauce),525,20,5
https://www.justonecookbook.com/pickled-daikon/,Pickled daikon,526,10,6
https://www.justonecookbook.com/steamed-vegetables-with-miso-sesame-sauce/,Steamed vegetables with miso sesame sauce,527,30,20
https://www.justonecookbook.com/pickled-cucumbers-and-myoga/,Pickled cucumbers and myoga,528,5,6
https://www.justonecookbook.com/matsutake-gohan/,Matsutake gohan (wild pine mushroom rice),529,70,7
https://www.justonecookbook.com/yaki-onigiri-grilled-rice-ball/,Yaki onigiri,530,30,5
https://www.justonecookbook.com/how-to-cook-rice/,How to cook japanese rice on the stove,531,50,4
https://www.justonecookbook.com/pounded-burdock-root-with-sesame-sauce/,Pounded burdock root with sesame sauce (tataki gobo),532,30,7
https://www.justonecookbook.com/tsukemono-pickled-cabbage/,Japanese pickled cabbage,533,120,7
https://www.justonecookbook.com/hijiki-salad/,Hijiki salad (hijiki no nimono),260,50,12
https://www.justonecookbook.com/tsukemono-kasuzuke-sake-lees-pickling/,Tsukemono - kasuzuke (sake lees pickling),534,120,8
https://www.justonecookbook.com/easy-soy-sauce-pickles/,4 easy soy sauce pickles,535,120,15
https://www.justonecookbook.com/pickled-daikon-with-shio-koji/,Pickled daikon with shio koji,536,120,7
https://www.justonecookbook.com/simmered-taro/,Simmered taro (satoimo no nimono),537,50,9
https://www.justonecookbook.com/instant-pot-rice/,Instant pot rice,538,42,2
https://www.justonecookbook.com/miso-yaki-onigiri/,Miso yaki onigiri,539,30,8
https://www.justonecookbook.com/pickled-turnip-with-yuzu/,Pickled turnip with yuzu,540,120,6
https://www.justonecookbook.com/tsukemono-shoyuzuke-soy-sauce-pickling/,Tsukemono – shoyuzuke (soy sauce pickling),541,120,5
https://www.justonecookbook.com/ramen-egg/,Ramen egg,542,120,4
https://www.justonecookbook.com/pickled-watermelon-rind/,Pickled watermelon rind,543,120,7
https://www.justonecookbook.com/how-to-make-sushi-rice/,How to make sushi rice,544,100,14
https://www.justonecookbook.com/simmered-kabocha-with-shio-koji/,Simmered kabocha with shio koji,545,10,3
https://www.justonecookbook.com/nanakusa-gayu-seven-herb-rice-porridge/,Nanakusa gayu (seven herb rice porridge),546,80,4
https://www.justonecookbook.com/kinpira-renkon-lotus-root/,Kinpira renkon (lotus root),547,30,10
https://www.justonecookbook.com/japanese-pickled-cucumber/,Japanese pickled cucumber,257,75,7
https://www.justonecookbook.com/cherry-blossom-rice-balls/,Cherry blossom rice balls,548,50,5
https://www.justonecookbook.com/shibazuke-pickles/,Shibazuke pickles,549,120,8
https://www.justonecookbook.com/namasu-daikon-and-carrot-salad/,Namasu (daikon and carrot salad),550,15,8
https://www.justonecookbook.com/how-to-cook-rice-in-donabe/,How to cook rice in donabe,551,65,2
https://www.justonecookbook.com/how-to-enjoy-japanese-mochi/,How to enjoy japanese mochi,211,12,8
https://www.justonecookbook.com/instant-pot-brown-rice/,How to cook brown rice (instant pot brown rice),552,120,6
https://www.justonecookbook.com/onigiri-rice-balls/,Onigiri (japanese rice balls),553,60,17
https://www.justonecookbook.com/chestnut-rice-kurigohan/,Chestnut rice (kuri gohan),554,105,8
https://www.justonecookbook.com/ginger-rice/,Ginger rice,555,50,8
https://www.justonecookbook.com/instant-pot-takikomi-gohan/,Instant pot takikomi gohan,556,60,13
https://www.justonecookbook.com/instant-pot-kuromame/,Instant pot kuromame,557,120,6
https://www.justonecookbook.com/kinpira-gobo-braised-carrot-burdock-root/,Kinpira gobo (braised carrot & burdock root),558,30,12
https://www.justonecookbook.com/spinach-with-sesame-miso-sauce/,Spinach with sesame miso sauce,559,15,7
https://www.justonecookbook.com/okra-ohitashi/,Okura ohitashi (japanese okra salad),560,75,6
https://www.justonecookbook.com/dinner-rolls/,Dinner rolls,561,0,6
https://www.justonecookbook.com/spinach-ohitashi-japanese-spinach-salad-with-bonito-flakes/,Spinach ohitashi (japanese spinach salad with savory broth),562,80,8
https://www.justonecookbook.com/grilled-corn-with-miso-butter/,Grilled corn with honey miso butter,563,25,7
https://www.justonecookbook.com/onsen-tamago/,Onsen tamago,564,30,8
https://www.justonecookbook.com/japanese-turnips-with-soboro-ankake-sauce/,Japanese turnips with soboro ankake sauce,565,60,11
https://www.justonecookbook.com/mashed-potatoes-with-shio-koji/,Creamy mashed potatoes with shio koji,566,50,9
https://www.justonecookbook.com/baby-sardine-tsukudani/,Baby sardine tsukudani,567,20,6
https://www.justonecookbook.com/daikon-and-cucumber-salad-with-shio-koji/,Daikon and cucumber salad with shio koji,568,5,7
https://www.justonecookbook.com/popovers-with-strawberry-butter/,Popovers with strawberry butter,569,120,8
https://www.justonecookbook.com/miso-glazed-eggplant/,Miso-glazed eggplant,570,0,9
https://www.justonecookbook.com/sansai-gohan/,Sansai gohan (rice with mountain vegetables),571,80,9
https://www.justonecookbook.com/pickled-cucumbers/,Pickled cucumbers,572,10,3
https://www.justonecookbook.com/chikuwa-cucumber/,Chikuwa cucumber,573,5,2
https://www.justonecookbook.com/broccoli-blanched-with-sesame-oil/,Broccoli blanched with sesame oil,574,13,5
https://www.justonecookbook.com/simmered-kiriboshi-daikon/,Simmered kiriboshi daikon,575,40,11
https://www.justonecookbook.com/tai-meshi-with-leftover-baked-sea-bream/,Tai meshi with leftover baked sea bream,576,85,9
https://www.justonecookbook.com/mame-gohan-green-pea-rice/,Mame gohan (green pea rice),577,70,6
https://www.justonecookbook.com/how-to-make-octopus-sausage-tako-sausage/,How to make octopus sausage,578,5,2
https://omnivorescookbook.com/fried-cabbage/,Chinese 4-ingredient fried cabbage,1061,10,6
https://omnivorescookbook.com/recipes/teriyaki-king-oyster-mushroom/,Teriyaki king oyster mushroom,1062,35,8
https://omnivorescookbook.com/recipes/roasted-vegetables-with-balsamic-glaze/,Roasted vegetables with balsamic glaze,1063,50,7
https://omnivorescookbook.com/grilled-eggplant-with-yu-xiang-sauce/,Grilled eggplant with yu xiang sauce (鱼香烤茄子),1064,45,11
https://omnivorescookbook.com/winter-melon-stir-fry/,Winter melon stir fry,1065,15,11
https://omnivorescookbook.com/dou-fu-nao/,"Dou fu nao (豆腐脑, beijing-style tofu pudding with gravy)",706,55,14
https://omnivorescookbook.com/vegetable-fried-rice/,Vegetable fried rice (蔬菜炒饭),1066,10,10
https://omnivorescookbook.com/cranberry-relish/,Cranberry relish with ginger,1067,5,4
https://omnivorescookbook.com/instant-pot-chinese-sausage-rice/,Instant pot chinese sausage rice,1068,40,12
https://omnivorescookbook.com/recipes/chinese-spinach-and-peanut-salad/,Chinese spinach and peanut salad,1069,20,9
https://omnivorescookbook.com/recipes/seafood-congee/,Seafood congee,1070,120,9
https://omnivorescookbook.com/quick-pickled-shallots/,Chinese-style quick pickled shallots,1071,10,6
https://omnivorescookbook.com/cabbage-glass-noodles-stir-fry/,Cabbage glass noodles stir fry & what we eat in china #2,1072,15,14
https://omnivorescookbook.com/restaurant-style-mashed-potatoes/,Restaurant style mashed potatoes,1073,35,7
https://omnivorescookbook.com/potato-stir-fry/,Shredded potato stir fry (炝炒土豆丝),1074,40,7
https://omnivorescookbook.com/choy-sum-with-dried-shrimps/,Stir fried little bok choy with dried shrimps & what we eat in china #1,1075,15,4
https://omnivorescookbook.com/baby-bok-choy-stir-fry/,4-ingredient baby bok choy stir fry,1076,15,6
https://omnivorescookbook.com/steamed-eggplant/,Steamed eggplant in garlic peanut sauce (芝麻酱拌茄子),1077,15,9
https://omnivorescookbook.com/kimchi-fried-rice/,Easy kimchi fried rice,1078,15,13
https://omnivorescookbook.com/bean-sprout-stir-fry/,Bean sprout stir fry,1079,15,10
https://omnivorescookbook.com/chinese-soy-sauce-eggs/,Soy sauce eggs,1080,120,7
https://omnivorescookbook.com/tofu-fried-rice/,Tofu fried rice (豆腐炒饭),1081,20,10
https://omnivorescookbook.com/recipes/stir-fried-bok-choy-with-crispy-tofu/,Bok choy stir-fry with crispy tofu,1082,20,6
https://omnivorescookbook.com/turkish-potato-casserole-patates-bastisi/,Turkish potato casserole (patates bastısı),1083,50,19
https://omnivorescookbook.com/vegetables-egg-and-ham-fried-rice/,Leftover ham fried rice with pineapple,1084,25,10
https://omnivorescookbook.com/szechuan-dry-fried-green-beans/,Sichuan dry fried green beans (干煸四季豆),1085,25,12
https://omnivorescookbook.com/stir-fried-cauliflower-with-tomato-sauce/,Stir-fried cauliflower with tomato sauce,1086,30,7
https://omnivorescookbook.com/roasted-orange-cauliflower/,Roasted orange cauliflower (and how to crisp them in 12 minutes),1087,22,9
https://omnivorescookbook.com/pork-fried-rice/,15-minute pork fried rice,1088,15,11
https://omnivorescookbook.com/potato-brussels-sprouts-salad/,Creamy potato and brussels sprouts salad,1089,30,15
https://omnivorescookbook.com/pressure-cooker-brown-rice/,Pressure cooker brown rice,1090,38,2
https://omnivorescookbook.com/perfect-steak-and-roasted-brussels-sprouts/,Perfect steak and roasted brussels sprouts - steak recipe,816,55,6
https://omnivorescookbook.com/napa-cabbage-stir-fry-vinegar-sauce/,Napa cabbage stir fry with vinegar sauce (醋溜白菜),1091,20,10
https://omnivorescookbook.com/milk-bread-rolls/,Easy milk bread rolls,999,120,8
https://omnivorescookbook.com/stir-fried-water-spinach/,Stir fried water spinach - two ways,1092,20,10
https://omnivorescookbook.com/recipes/classic-tomato-and-egg-stir-fry/,Classic tomato and egg stir-fry (西红柿炒鸡蛋),1093,15,8
https://omnivorescookbook.com/recipes/green-beans-with-spicy-peanut-sauce/,Green beans with spicy peanut sauce,1094,25,10
https://omnivorescookbook.com/silkie-chicken-soup/,Silkie chicken soup (乌鸡汤),1047,120,7
https://omnivorescookbook.com/recipes/stir-fried-lotus-root-with-pepper/,Stir fried lotus root with pepper,1095,15,7
https://omnivorescookbook.com/marinated-egg/,Marinated egg - ramen making chapter 2,1096,20,7
https://omnivorescookbook.com/sticky-rice-stuffing/,Sticky rice stuffing (a chinese-inspired thanksgiving recipe),1097,60,12
https://omnivorescookbook.com/shen-jian-bao/,"Sheng jian bao (生煎包, shanghai pan-fried pork buns)",717,120,21
https://omnivorescookbook.com/recipes/chinese-broccoli-with-oyster-sauce/,Chinese broccoli with oyster sauce,1098,15,6
https://omnivorescookbook.com/chinese-napa-cabbage-with-glass-noodles/,Chinese napa cabbage with glass noodles,1099,25,10
https://omnivorescookbook.com/creamy-chicken-potato-salad/,Creamy chicken potato salad,1100,45,12
https://omnivorescookbook.com/zucchini-stir-fry/,Zucchini stir fry with black bean sauce,1101,10,8
https://omnivorescookbook.com/roasted-baby-squash/,Roasted baby squash,1102,30,6
https://omnivorescookbook.com/hoisin-roasted-asparagus/,Hoisin roasted asparagus,1103,15,3
https://omnivorescookbook.com/vegetarian-lentil-stew/,Easy vegetarian lentil stew,1009,55,13
https://omnivorescookbook.com/how-to-make-congee/,"How to make congee (plain congee, 白粥)",1104,120,8
https://omnivorescookbook.com/five-spice-garlic-roasted-potatoes/,Five spice and garlic roasted potatoes,1105,50,7
https://omnivorescookbook.com/kung-pao-brussels-sprouts/,Roasted kung pao brussels sprouts,1106,15,16
https://omnivorescookbook.com/stir-fried-bitter-melon/,Stir fried bitter melon with fermented black beans,1107,15,7
https://omnivorescookbook.com/recipes/four-ingredient-okra-stir-fry/,Four-ingredient okra stir-fry,1108,10,5
https://omnivorescookbook.com/lemongrass-pumpkin-porridge/,Lemongrass pumpkin porridge (tinutuan),1109,25,8
https://omnivorescookbook.com/choy-sum-with-garlic-sauce/,Choy sum with garlic sauce,1110,20,6
https://omnivorescookbook.com/sauteed-potato/,Chinese sauteed potato,1111,15,8
https://omnivorescookbook.com/oven-roasted-green-beans/,Oven roasted green beans with garlic soy glaze,1112,25,9
https://omnivorescookbook.com/chinese-fish-en-papillote/,Chinese fish en papillote (paper wrapped fish in sesame ginger sauce),714,22,8
https://omnivorescookbook.com/garlic-noodles/,15-minute garlic noodles,1113,15,11
https://omnivorescookbook.com/yellow-chives-eggs/,Chinese yellow chives and eggs stir fry (韭黄炒鸡蛋),1114,15,4
https://omnivorescookbook.com/chinese-coleslaw/,The best chinese coleslaw,1115,10,12
https://omnivorescookbook.com/easy-oyster-mushroom-stir-fry/,Easy oyster mushroom stir-fry,1116,15,7
https://omnivorescookbook.com/chinese-grilled-potato/,Chinese grilled potato,1117,15,6
https://omnivorescookbook.com/stir-fried-pea-shoots/,Stir-fried pea shoots with garlic (蒜蓉炒豆苗),1118,17,6
https://omnivorescookbook.com/how-to-make-flatbread/,"How to make flatbread (easy, fast, 2-ingredient)",1119,35,3
https://omnivorescookbook.com/turkish-eggplant-with-yogurt/,Turkish eggplant and yogurt,1120,90,7
https://omnivorescookbook.com/potato-fried-rice/,Potato fried rice (土豆炒饭),1121,20,12
https://omnivorescookbook.com/chicken-fried-rice/,Chicken fried rice (鸡肉炒饭),1122,20,13
https://omnivorescookbook.com/egg-fried-rice/,3-ingredient egg fried rice (蛋炒饭),1123,10,5
https://omnivorescookbook.com/recipes/spicy-cauliflower-stir-fry/,Chinese cauliflower stir fry (干锅菜花),1124,25,12
https://omnivorescookbook.com/steamed-bao-buns/,How to make steamed bao buns (gua bao buns),1125,120,7
https://omnivorescookbook.com/fire-roasted-eggplant/,Fire roasted eggplant with garlic vinegar sauce,1126,25,9
https://omnivorescookbook.com/curried-vegan-green-bean-casserole/,Curried vegan green bean casserole,1127,55,12
https://omnivorescookbook.com/chinese-tea-eggs/,"Chinese tea eggs (w/ soft and hard boiled eggs, 茶叶蛋)",1128,30,11
https://omnivorescookbook.com/pickled-watermelon-radish/,Three-ingredient quick pickled watermelon radish (糖醋红心萝卜),1129,10,3
https://omnivorescookbook.com/easy-swiss-chard-stir-fry/,Easy swiss chard stir fry,1130,10,5
https://omnivorescookbook.com/easy-chinese-broccoli-recipe/,An easy chinese broccoli recipe,1131,20,10
https://omnivorescookbook.com/celtuce-stir-fry-with-eggs/,Celtuce stir fry with eggs (莴笋炒鸡蛋),1132,15,5
https://omnivorescookbook.com/instant-pot-black-beans/,Instant pot black beans,1133,70,7
https://omnivorescookbook.com/stir-fried-baby-bok-choy-gluten-balls/,Stir fried baby bok choy with gluten balls (油菜炒面筋),1134,35,7
https://omnivorescookbook.com/recipes/mashed-sweet-potato-casserole/,Healthy mashed sweet potato casserole,1135,50,6
https://omnivorescookbook.com/recipes/stir-fried-snow-peas-and-water-chestnuts/,Stir-fried snow peas and water chestnuts,1136,15,6
https://omnivorescookbook.com/glazed-carrots/,Miso glazed carrots,1137,60,9
https://omnivorescookbook.com/recipes/chinese-style-green-vegetables/,Chinese style green vegetables,1138,10,5
https://omnivorescookbook.com/xo-fried-rice/,Xo fried rice with char siu,1139,10,9
https://omnivorescookbook.com/garlic-broccoli-stir-fry/,3-ingredient garlic broccoli stir fry,1140,10,5
https://www.justonecookbook.com/corn-dogs/,Corn dogs,204,30,7
https://www.justonecookbook.com/renkon-chips/,Lotus root chips (renkon chips),205,25,5
https://www.justonecookbook.com/mini-fruit-puff-pastry-with-lemon-glaze/,Mini fruit puff pastry with lemon glaze,206,50,7
https://www.justonecookbook.com/tandoori-chicken-puffs/,Tandoori chicken puffs,207,120,11
https://www.justonecookbook.com/steamed-cake/,Steamed cake,208,20,22
https://www.justonecookbook.com/candied-sweet-potatoes/,Candied sweet potatoes,209,50,15
https://www.justonecookbook.com/oyaki/,Oyaki (japanese stuffed dumplings),210,120,16
https://www.justonecookbook.com/green-tea-steamed-cake/,Green tea steamed cake,212,25,9
https://www.justonecookbook.com/spicy-edamame/,Spicy edamame,213,15,5
https://www.justonecookbook.com/japanese-fruit-sandwich-fruit-sando/,Japanese fruit sandwich,214,120,7
https://www.justonecookbook.com/roast-chestnuts/,Roast chestnuts,215,15,1
https://www.justonecookbook.com/rice-cracker-recipe/,Homemade rice crackers (kakimochi),216,120,5
https://www.justonecookbook.com/takoyaki-recipe/,Takoyaki,217,25,16
https://www.justonecookbook.com/nikuman-steamed-pork-buns/,Nikuman (steamed pork buns),218,120,20
https://www.justonecookbook.com/homemade-popcorn-with-truffle-salt/,Homemade popcorn with truffle salt,219,5,3
https://www.justonecookbook.com/sata-andagi/,Sata andagi,220,100,7
https://www.justonecookbook.com/banana-bread/,Banana bread,221,75,12
